,rdfType,label,brand,model,serialNumber,inServiceDate,dateOfPurchase,dateOfLastCalibration,personInCharge,URI
29,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa08_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,614,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/894e9be77f764e5e6a970b1c65e9a1444361b4b308f9bebe3569dbfe
30,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa09_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,615,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/97e2d9635dec88c09f1426c9b998e8cea064989044e6ed5a30537ea3
31,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,616,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/299c9b050bcd56de162afc9b930cb6b8f47869c88a944e8b8f711483
32,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa11_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,617,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/2c039c2f1e01d27b786458fddc2723db36a7d440e330a9392d955f25
33,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa12_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,618,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/3bc6f6076ecbe4f53841592f43bc64f76b35f854ea5358ca4d72b47f
34,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa13_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,619,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/65460dbe18bc772b55add2cd54b971bb57788f676d1370cfc5dfc9c8
35,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa14_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,620,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/0f3831680516da59e64fb71df54d138d2a2b5f950dd6e3fddc624d8e
36,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa15_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,621,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/7f3356faec9772e2d2867efe686c1e1da50dabbfd13f632dedb88f17
37,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa16_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,622,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/e19e159906ed1955c31ee7f04bb6134331fd800601b558d81a238207
38,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa17_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,623,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/9b2d93b21c03e0ab9e974200d32a034b4645bd25a61904117ea9c048
39,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa18_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,624,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/7a665fa2a1c15b98d0577df99b8f966ef21e5cbd243779e17d8ad789
40,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa19_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,625,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/30911a156588843fd74687b9352e92a5cacc4fa00d6ae9eb23b1dc05
41,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa20_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,626,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/6c905a484091b8fd5e27b0cbdb51751f6de1f15f2f0d9d1b06149e92
42,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa21_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,627,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/1668b420d0e5e02fe7e3b9ae7f4b669369944f40d262f5156cb808ba
43,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab01_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,628,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/d92ff35c652819a25b7f1a61aca3dab35210ac69ca2be5c68ee236c6
44,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab02_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,629,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/e870fc10327a303e5eb3eaf54bf91d53b87f672998cc2640aa8d3607
45,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab03_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,630,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/0a192892aa3af8d31c7d3a0eec4c3e0d3f1dd05730569d2cab8d951e
46,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab04_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,631,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/dd1b0222bc1be88dc04a7f7556e1f65e222272e9bd8c4ed9784c4107
47,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab05_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,632,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/b7e6b18289039dd1a6fa2098aaa54f8191afece5ebe487449f9891a0
48,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab06_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,633,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/bbfc17885b8a5270240861bccd1b690dc6574cfaccd9f603e80e46ec
49,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab07_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,634,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/d6566373eb819fe808b4034135988801ef9bd6ff2c1e4e1a742aac68
50,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab08_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,635,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/f254749eae8403fbf7e4d82fd542f492d1ce1b5f86e041976ed5e630
51,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab09_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,636,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/b97aa206ed1846eb84cddfb06ed20f9a97e78043063043ae57ae217b
52,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,637,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/6e9b3b19fc457124f458d151d3d1acd2568dba4095eee25c868ef504
53,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab11_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,638,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/6332531eeafc6e0ede272192be898f549950fb32b209d04f0a98306a
54,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab12_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,639,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/7572e27ea1587decc3068301dccda55ee5f90bebffad7ba0da70c653
55,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab13_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,640,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/cd703f53f85a9b570cbe89295990dc83965b520867fa157ee09a8b06
56,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab14_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,641,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/c88fb497020563d4ba07c394644abbde1cbd656199527d65fc7de7c0
57,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab15_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,642,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/cd703f53f85a9b570cbe89295990dc83965b520867fa157ee09a8b06
58,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab16_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,643,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/e9f69e5f9326f2a452f73e2f6b268a7b1272d494b8c5891b1cbb9868
59,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab17_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,644,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/d439fa992800ff454d0885e6822788e545e7697e76a17bef3b43e7c1
60,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab18_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,645,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/4cb1ed3415117cc2eb3cf428209202a81dd9024da96f8e4f12e7042c
61,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab19_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,646,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/2b2a2862f4d41e5854abbfab0df71be6f3030dc8d4440ffae4ad91b3
62,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab20_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,647,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/68a80de0b110051ed352d72681765e4c348215ae92df27fe96ac36da
63,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab21_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,648,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/076d364250f10e230a3a28b2a4175d7431b24bc290a8fe4f76f7c054
64,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b01_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,253,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/509eece82eb6910bebef9af9496092d3244b6c0d69ef3aaa4b12c565
65,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b02_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,254,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/b522fe03c3d9384fcce3e9ba9445fbe1a8ce9e03607a74f78c239498
66,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b03_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,255,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/7f13d74dc39adff12b2b94afe245ad2a9afcf2c1449b342456f782f6
67,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b04_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,256,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/9fde51a883a3587f45dfc6c098e2e3caadf2aa387fc8a86ad560a23d
68,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b05_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,257,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312
69,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b06_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,258,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/ade9a4ab082f2af7d68a51e18478e9914852692b326bc550fcca9ad9
70,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b07_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,259,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/6fa53d412c2d7827c7ea3403fdf0f60344ccb4b43b320789c15cd613
71,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b08_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,260,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/c49bd5f2fdeb86ea2c25f760f88f211e8e26806c2274fdc8357307b2
72,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b09_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,261,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/6ce4fc19e22be2fd55f12c9ac98861562fa3b803e23dd62e8d606e94
73,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,262,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/0c2cf1d09e6c3b42ad00566d22a01b7734cfdb2c9f02639fa771f080
74,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b11_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,263,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/267dcb113c4773e05ac26f3de9b9fdae1640957cd146a41d7b8aec3e
75,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b12_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,264,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/91febbeb04b3a8f9f815d59a3b9cd666c364bbb7e484682623bd1c7f
76,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b13_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,265,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/8d5b55f13998e768ebbc564de57a97e5ffea86bc9c7fbb6025bdbd5a
77,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b14_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,266,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/fffe76e4092f243f7a8494a9e189326a893c056b6cbd2b60c3b21ecf
78,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b15_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,267,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/dd22a9ecfd1ae92ca33584bfe0475267a9b596ca66724bd25a98a5f4
79,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b16_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,268,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/50853a3662856fd8ec6d6a3a93eecf484e832b34cd71f4923810396f
80,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b17_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,269,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/95be51e8c7f0216688bbd124a95b6c8a8b268c98d2b89c6f8cb32aa1
81,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b18_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,270,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/8a1c55283fd2fc15f72ad8c88c9dcc447f528814a41bf2a7ab51950a
82,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b19_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,271,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/eed649d14567d7f2a4a4e8a496366c40b50214071fbb4467b4367461
83,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b20_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,272,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/4a57e4e6b0d0dde60698fc23390d0554e1894d4bd61231ef2eb64598
84,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b21_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,273,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/aa024698a894f58980082bfbad092337af5e939fc2015fb4a1cbd7bc
85,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c01_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,85,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/c0dc98a51826627e79456d17e7441e9bc8b6e1c2a9fcdf18ea9d8b30
86,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c02_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,86,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/cdd371301fefd155942a877a750b797d2ed3db0e5291e86def9ddf42
87,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c03_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,87,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/c1737f6caea4bcb70b008f3a5bfb1123942939caec0579243703e737
88,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c04_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,88,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/ea95132b9ae982e085afd64b83a1a481434a9e725fe1e0feb34158a2
89,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c05_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,89,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312
90,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c06_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,90,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/c88fb497020563d4ba07c394644abbde1cbd656199527d65fc7de7c0
91,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c07_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,91,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/2abe1a3dd551d00b6b0cbcf17ca89d0f37191801c390d542bb017487
92,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c08_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,92,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/794293b5706d6f85da86d164393511bb834cd222812a2016e68bb54c
93,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c09_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,93,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/e22c3951eaf63d2f0ebbde91e24428799bcb4d5cb6a832efdf4a6364
94,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,94,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/957821db01e56ef8bb51ff9f96b6a169ae745b0b0ababf79b844c6c8
95,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c11_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,95,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/data/87a7254882b7da05bfd6af6d991a40c776341edf0ae210b2f1294632
