,rdfType,label,brand,model,serialNumber,inServiceDate,dateOfPurchase,dateOfLastCalibration,personInCharge,URI
21,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a21_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,420,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,asm/your installation/2020/image/66d178281474e50ee7040e2270f5c889cbfdfaf11a930aae6d6f5028
22,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa01_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,607,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/a9ab128c0d6156a224c74abb10aad2d104eeb0af6ff98300f63776d2
23,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa02_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,608,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/6e9d59350cc022222c3eb26bdefc372b11e25c11b732f38070448887
24,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa03_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,609,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/ea712987a008f0fc572e7ddd045a0c03a28a99fbf50ccb689adddf39
25,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa04_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,610,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/3bc6f6076ecbe4f53841592f43bc64f76b35f854ea5358ca4d72b47f
26,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa05_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,611,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/352d238a2a845ce73cf313efe5895cbdfebe85798964ff565603fde1
27,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa06_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,612,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/551856d82e891765ea2c1f38dd56294b7b53db021dcbb123b58cff9b
28,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa07_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,613,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/78aa37bd33a01e6bd530040b6a11d9d0db2851f02a2ae423f4fd7b65
29,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa08_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,614,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/379e9548414e1a56aaf2d1e62b4bdcd8305fc705a31f00da4bb89312
30,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa09_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,615,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/f3e78568ad115e7b920891fd5682b54837fbddc4332f97e40de98e49
31,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,616,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/aca0ccb40a7b1b92a27d0767202f694db1488d4925eacc5838aa20d9
32,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa11_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,617,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/3663415ec2b082c7f0f0fd7ab8cb014f97232e102b7d46323f632d1e
33,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa12_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,618,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/4b951984f978743e5b1c3cc194d2bd7ebe3ef3febb08ae3018a38538
34,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa13_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,619,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/ea95132b9ae982e085afd64b83a1a481434a9e725fe1e0feb34158a2
35,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa14_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,620,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/54b0da58902e27a15003837773bbb3709448ba94db0de8d1d2d379fc
36,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa15_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,621,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/b516844089e944b10a19e74b92d733c02de9ae9152901b9b37e90c95
37,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa16_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,622,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/fce0e10f51b486f9bddab0ec4761e4e876c62538e856cffd9b2d7d6f
38,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa17_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,623,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba
39,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa18_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,624,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/294fd9e6a868427f0e2d0ee39b1b346d980468327d0f18cb9f571c48
40,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa19_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,625,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/a9910e86014d2d03cfaa7e92594a376ce1db8c391f016a3d842d3972
41,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa20_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,626,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/2dcfd7853df4dd892ba6e59f6f84964023e4dba95a2e51b353ea51a8
42,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa21_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,627,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/f82ef974cd90a10df01dea3adf01850fd5a96811908e17e738b00650
43,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab01_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,628,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/fc9548b6b07fe753b448302df1f7017658646309ae6c8747c435d2e1
44,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab02_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,629,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/b0db8992f13da1ba7c14876c7f8e21b502c786dd24554f3f23704052
45,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab03_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,630,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/d6566373eb819fe808b4034135988801ef9bd6ff2c1e4e1a742aac68
46,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab04_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,631,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/cd53b42eca635c8e339b4bcda26745b7a7a90733d0d15c70d9604cf1
47,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab05_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,632,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/717f085c094c744c38d935cfa87201b312c299d20aed9c56344600d7
48,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab06_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,633,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/86ab9b922b77143807dd0bb16cde279ceaccfaafb3980679d43dbd67
49,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab07_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,634,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/a49af9290426b16f1be5ac68b7c9513db77b0e7eaec64cfe728056f2
50,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab08_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,635,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/d3031eaf00da1f9a71da4ce63c7f168f501a4946705bc9bcbfdb7083
51,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab09_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,636,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/4673de2a091f5a6910a894aa469d2cd603896a79071bb81f666bf1ae
52,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,637,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/7f13d74dc39adff12b2b94afe245ad2a9afcf2c1449b342456f782f6
53,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab11_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,638,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/d74f3144e4ebcaa8111e8c9437ca1b222f16b10db973f571cbff61d4
54,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab12_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,639,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/bc7a854ac6afb640678990474b78f648a1496fd6b4c4937dca7d530c
55,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab13_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,640,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/17018107b171fc75130abbea6df2f5690015fbe4b10ac7964952c80d
56,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab14_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,641,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/9efee165d6cf6aa84891b67e8c06f57d2541c475e30147ed282a90bf
57,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab15_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,642,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/8b98cb3c0c0d54dacefefa3e872b343ce0eccb505ac866d824c3a363
58,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab16_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,643,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/0925dff944e257ce6412267c48ca148f8344119fd0b982cd27a07daf
59,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab17_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,644,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/7cdd2db8c0504f125a2afca7fbafe6f69b8fbaaedcdae605872f2751
60,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab18_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,645,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/a0137431e785c3eead285cc58ef23e1d80a59f153e51e176d2a93fa2
61,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab19_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,646,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/c1b8144ee1a30244a571c3d9b48b2c394a7489065d2565968f521645
62,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab20_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,647,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/33ea96d27268b0f6ddc3ee6891174d976625e2baf6159c9db2ff1836
63,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab21_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,648,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/a2930a87471498e478482df1571a10da31f60ff1ce16eb9384ff2d48
64,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b01_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,253,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/4fd7600f5775324e1da5419b3ff539393ab0e09f5c2ef8fa49a74114
65,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b02_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,254,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/8167408bd2881668b086fa9499563d84e1f63f9cc45c6c480d73bb1f
66,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b03_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,255,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/f3d0355b8b3d650785c471fb4fc404f7416b09c8fc3ecbffa20681a8
67,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b04_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,256,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/6abe8d6724134ed1680c473336dc90cd9713c226ae1d93efc0b26941
68,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b05_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,257,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/2b2a2862f4d41e5854abbfab0df71be6f3030dc8d4440ffae4ad91b3
69,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b06_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,258,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/d547b0d5f643372b6384feaaa75756553c9275e34e5ed7ad6582bc40
70,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b07_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,259,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/e697b7a9f5dc6143f89a9cb17304a21e33ad12c4ac278528266f9c9a
71,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b08_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,260,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/2d736d0a5895b8b03cf2a1262925b58b3d2cbefd97813cf7dcfc2cdb
72,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b09_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,261,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/43637b8ac9b0d5a8df81185917d49746af772c960777556785ab3d39
73,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,262,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/275c2a271753ad1d09974523217227ecf90679321a34bf59bcf5943e
74,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b11_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,263,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/958d42a83cf840cde79922f0795fd6ac7da4d2df828edc32244bb3ba
75,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b12_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,264,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/cbd26effdb172871027a03bee2ccbb971840f8a790cbb3d8834058d1
76,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b13_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,265,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/680f2867b720f33d30f0b5a1371b8a534193992ca3bb32c4269602ab
77,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b14_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,266,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/77358b3ef7eed48dd79b1aeba57feb18817ea8464e58ccd6d2dcbd3e
78,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b15_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,267,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/6e6c1c76b7246075b800862f8bf15f99479f422dfbff5dced4556bdf
79,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b16_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,268,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/dfd5f9139a820075df69d7895015360b76d0360f3d4b77a845689614
80,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b17_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,269,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/77d2d457b42c6636bd9910bf1418bf12d4fd6b1c0b43058e0156e261
81,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b18_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,270,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/78ec206ca897e392f99f0463603b6659e94a01960079ff5dff64bb70
82,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b19_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,271,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/ca69f5a45931bb8338b45536f99e337d6a7080e07120da108cee8398
83,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b20_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,272,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/93beaaaa11a9bb5e2d52a6169440e570c8ffc8ce99ef3e54817dcf07
84,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b21_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,273,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/bd1a1bdf6eae5ee14c3fee371cca975a5e052009bc67ce8f11cb7271
85,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c01_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,85,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/a59605a27f0cb6efbd1a92a93977137e3527db8baebf6a3ee4570fda
86,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c02_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,86,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/56929c1607626a1edbdaafb9c7f10c247e54fcbb20f1e3260f783011
87,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c03_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,87,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/356f8d3a94dcef9c0b3a18dc151d9c2767bc7cf55627eca7b361f15b
88,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c04_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,88,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/debf3bc16a86e7e0662652f32049040d4e5e72e83166b82a7f651f07
89,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c05_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,89,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/fd5e52ba19fe3d4f9ff373e8dbd70c7f5c10fa88245cb608feb8e094
90,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c06_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,90,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/06ebccea09be28e7291a297bd8d1c75541c8b062dd9afa85471e3311
91,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c07_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,91,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/79a6f286698602e4de30ece1d247baedcb903c71a5f42a425a3210ff
92,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c08_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,92,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/81931bd9d06f5e836a7dd91c3ebdfb5f5afe7451cc754f4b4bbafbec
93,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c09_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,93,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/87a7254882b7da05bfd6af6d991a40c776341edf0ae210b2f1294632
94,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,94,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/ede00a5090a6e839aeea044cf6a1565728bb3d06702fc401ee0ed681
95,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c11_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,95,2012-03-01,2012-03-01,,guest@opensilex.org,asm/your installation/2020/image/8dbefcbde700c59a2042de4359441df06ee20ccee4a58ddbaf86f91d
