,rdfType,label,brand,model,serialNumber,inServiceDate,dateOfPurchase,dateOfLastCalibration,personInCharge,URI
10,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,409,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,test/your installation/id/event/2020/820c5825f9289657e7b2a2ef947886aee21cbacb6388c398fda8d046
11,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a11_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,410,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,test/your installation/id/event/2020/ffd5809b1872e649494b1002d374ea1514d1380200bd81245bfd36ac
12,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a12_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,411,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,test/your installation/id/event/2020/8e15e23f837257b632b6f7d6d23e561efa40cd26398d475cf1fbb5d8
13,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a13_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,412,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,test/your installation/id/event/2020/995f9501a82e0e72c49ebf701cfd67ed3dcf244de10a9293410f8e34
14,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a14_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,413,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,test/your installation/id/event/2020/ee7679d4bfed67b0255775bb9f19bdae48482c27c845368d14840834
15,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a15_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,414,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,test/your installation/id/event/2020/9b75eb02735d81abcc151b145a966c1fb1e7efffb061cd6b7ac9f281
16,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a16_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,415,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,test/your installation/id/event/2020/26b507763f9c6c83371bdac21d6d84e5bef02013b1e0b2d3b7215115
17,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a17_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,416,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,test/your installation/id/event/2020/792f0902fe029f087f1883c7cb4ddf7a4ae4117488d25bda6073587b
18,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a18_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,417,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,test/your installation/id/event/2020/6c61c6aae71746b4818667456b7795adc2d4808f953abad3309b5593
19,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a19_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,418,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,test/your installation/id/event/2020/787df4f16582f2e81a0bd69fc0c92a6a2a1e650bd0b78b05e362d1cb
20,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a20_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,419,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,test/your installation/id/event/2020/8d8ddf244e2a47127567f9189caf895868b2c4c9bd640a1a26166cae
21,http://www.opensilex.org/vocabulary/oeso#SensingDevice,a21_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,420,2012-03-01,2012-03-01,2016-11-18,guest@opensilex.org,test/your installation/id/event/2020/c588bd7280d08e770444a5d5c30c3ac2cf3349f7f91dfeb0cac022ff
22,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa01_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,607,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/8f719f2e0104c641b0ab1956eeeb4562849699a744fae5b83b92018b
23,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa02_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,608,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/008d3850d967c33c35f57902ce02c3fd39c9ea91d4455848aa143ec4
24,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa03_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,609,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/36c25a6c1bfb0983a1e178d1d6177014df6b5f9f07712c9c79f44680
25,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa04_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,610,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/ba922de39a1184222a81f06e7ec35933b6d07f0d3096c4fec8f760bb
26,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa05_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,611,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/fb3af3dddf4ea691ba9c841c33054202183328d7a62847a27b2861d8
27,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa06_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,612,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/73415f2f3c620057d9a10461cd9d911d3a8ed506a82118daa9fbf3e8
28,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa07_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,613,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/2bccc847da58eb1b0df18362325d3e7c49d5cdc0ddad61c8dc3bc5b9
29,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa08_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,614,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/96576c54768888e5f155ebdcbf1e6e1d765f55b756a5b11815b7164b
30,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa09_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,615,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/e3799cd868b6abdb62d472f5fa8d5f1e2291e25f36679045cd079df7
31,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,616,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/394d62100a395df284af89914b91d5938d365ec5fa970d51b4ceb7f3
32,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa11_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,617,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/b4ef3cd22ef211f731f78357991e97b5a9aa2def38d0fbc456b85cbb
33,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa12_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,618,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/ebeded9c1d92a0960a14846df2cd3be0a8331650cf8c0765c6523447
34,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa13_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,619,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/e83378bb9d61a00f3833d7ece538e960ab52ed42b1b84f7c8566f1a4
35,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa14_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,620,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/4851967eef6c7624b45e03b8d358a1e0e96ab0dc3c90b913110102dd
36,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa15_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,621,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/902a89e0c5fe14ca09baac1947861aa74d9f5945ff6a39142e69b0b8
37,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa16_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,622,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/27c237c6ea1ffdde00f362d3c4f258722ea96154f831f10711acadc9
38,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa17_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,623,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/f09b564bfd7b8e62bb70cb8c1c9c63c3634cdc89e298b68a2224ed79
39,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa18_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,624,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/8a74ee558e867ae86b852a3c1bfac0a4d2a4dd6ad80c7efe85319344
40,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa19_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,625,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/220525bde39fef452dd834a7db2cbb32223b252f77e8a347d9fb9682
41,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa20_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,626,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/6ef8c3badf2404a9794d64617bea7420311b70a4898c0f7be6e23f70
42,http://www.opensilex.org/vocabulary/oeso#SensingDevice,aa21_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,627,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/ac2864b7d95ccbb7570de361a2214c0052484a903e3de7e2be2a853e
43,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab01_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,628,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/908d24d5f8ec891bf6948057f68d4c6d13811612c36f9ad20f275b23
44,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab02_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,629,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/e2b6781f0382e26f24228fefcaada665c26e0339fa67da131df99b89
45,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab03_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,630,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/4c6466fb06f8a764159cefccb48af21aa4c0551c294bd7ce9e4ddac2
46,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab04_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,631,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/d33a993566d27010644ade01d071535b9002aa029c81919a1a261b8a
47,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab05_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,632,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/5357a0588ead0f73140b7dc7a702909838bf4d93ce402f5b9b399436
48,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab06_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,633,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/e45ac9029a63beb5664029f573b9ee01bf928487e5f754dfbfae8169
49,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab07_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,634,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/cb084501b3da82c42da187f95ab0659c9f57dc4e9546bdb6d9dfb877
50,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab08_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,635,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/9050b3bc0f953ec621c7e687c0d02a263bc8e86c5e5dee86f5a05387
51,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab09_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,636,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/01e316fa74fe1c3c63add455ec2f6bb060486df5ca87e5da651ae586
52,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,637,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/c09c8567b5aa1c60143e8bfe884de860de9df22bd107124f328f6671
53,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab11_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,638,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/b98f1a8748d2ef5c542653619a7614f9163f8c986cad03c0bdc9c89e
54,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab12_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,639,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/040ce7f9a5457bd39d2eac597f8a4bd78642eee29c403b0019042337
55,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab13_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,640,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/a99fa66c905592b925a68e5e448dbffc656bfef52096f79be542f93f
56,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab14_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,641,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/49af2f1db9b31262c1ebe15617a9b338402cbe1712d6ae5347a7b0f0
57,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab15_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,642,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/9b7a28a4abaf6c4a1a9b41f3f150e46254dd7a91ba7fa831b8721d98
58,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab16_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,643,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/b8025e64689f100bc986ca7758f3d65fcf422460909a3ff477747598
59,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab17_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,644,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/1498e7779802ce8b4c771ceeea32f882fc2960f8f1def17918ccb8d4
60,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab18_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,645,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/89f1a6cc5ad3344a3bb46bf34587dc3a7973faa510a3cf060fcc1e18
61,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab19_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,646,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/34d1e7b0d7ef6144267ab38a51769092b37906bb81db01a7a7967adf
62,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab20_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,647,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/45d8f3ab0d0af713c6392468cf8b275a465bbbfd994090d18ae200cc
63,http://www.opensilex.org/vocabulary/oeso#SensingDevice,ab21_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,648,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/31f09b7d1b525526018c1c0ccd0dc30505a07ccd714737111d517ef5
64,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b01_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,253,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/8f96d3e8f587ccdd232dc5260b901a9386f5d67957a12ce0bdd40115
65,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b02_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,254,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/8467cebf0f7962b5a539bc11d85a0683637bafc210f10c6f9bbc1647
66,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b03_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,255,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/d0c5eddee8e97a49b6d447d8b18260da7cf80baaf921cfdb52eba10b
67,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b04_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,256,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/1ed80d8391c0be6bdb7fd0b879935f87379b9f757426dbf75372d1e9
68,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b05_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,257,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/46e489be3d34ce8f996e746181ba85223a10822c0b463d1c64c4dbf7
69,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b06_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,258,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/e3de1ee650f12d635903fe6aee9ca6fd92e5565b469e8e4ed809030b
70,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b07_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,259,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/3752744c4e2a8dec717aa8b6c1e705833631d214ff46d0f5e2a0e7be
71,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b08_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,260,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/07be61c4d1c9df8315c89a05ec2f5ac57317224e3e184da63baf2759
72,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b09_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,261,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/3423797abdd6c3fa74e89902fbf20810af23aef57eea46ac210c142b
73,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,262,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/ead014d858addcdd280b46886f537dfd8a2f19a798db5ec4896c7de9
74,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b11_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,263,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/95637f09264d8b9e0fb6151c1fffad00ba3ae64da4ed934c17d2c66e
75,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b12_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,264,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/cce5cf2ea511c9863559e22c560f1fe1da4c6d1791226d110a3ea2bd
76,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b13_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,265,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/745a109cb102a0172a9567d441766d9a70d0029b9e5db643518aa8eb
77,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b14_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,266,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/eac9df9b8c8c4501991ed7107422f57f00d9b727a6ddf6ffe94d9eda
78,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b15_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,267,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/dedacbaffabbe21b1cf3d0e679098232a196d7c19ecbcd3231ceb1bd
79,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b16_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,268,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/758ca5871e16a916071f6c155be706006eb1cedb28d80f5a8b954375
80,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b17_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,269,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/6c58c9d29229b86c7088fb4a60aea7993df40176553b0476c4e83dec
81,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b18_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,270,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/cbe96e21afeb05eb8d6e25a6e6687974ecded77f618cc73551c6bd17
82,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b19_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,271,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/1e7b7ce60c2b85bc8bbe0778c3d1eb65e7796a578fa9da8d5a46ca86
83,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b20_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,272,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/9f5e30949df9894b6ed2040eb72be06502404e088c1eb26417228892
84,http://www.opensilex.org/vocabulary/oeso#SensingDevice,b21_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,273,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/393869b3fe30806085fe7b34910936dce0e478f1e5d8a5745000f6a0
85,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c01_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,85,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/477a0c0c21c634d4ee13f573d2b4ef8cd1cfe1ae9279254ab7ff7bd7
86,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c02_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,86,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/92662d39ca2c764a52eebbfbaab87306ae34e2e2a5f3d52578d99c6f
87,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c03_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,87,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/cf3b2fa462ef9c8829b4af607c63d7997596bdf19c7c9a2ec69029cf
88,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c04_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,88,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/37c03eb4377c3d53001dfba33a497f224f0d205b15a8ee9782119a9f
89,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c05_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,89,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/b4f813ecc05c477b63a09283d11a0c0f9c70658c82bb571b5b3fb49d
90,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c06_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,90,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/b02c2a21610b9a97f3e35230e9645eb99a8bd0cadbf06a804d623474
91,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c07_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,91,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/a823713fa6299e106444edc53e2ffd55254c98c92e88102a207d08d5
92,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c08_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,92,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/81aad239328258929e1c14ece99822e03a760ad24a0765c38a964a3c
93,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c09_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,93,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/4527ac5703dacbf909c9435d2d16728357fafa6b8726c04d44a7d0ad
94,http://www.opensilex.org/vocabulary/oeso#SensingDevice,c10_s1,ECOMAL France S.A.S.,VISHAY SPECTROL_631HE,94,2012-03-01,2012-03-01,,guest@opensilex.org,test/your installation/id/event/2020/1608528ed24c8c8a63bc7cb23e4843ce81ec1357fd5078decfb78f08
